PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"UDDIN, MR; MCLAUGHLIN, W; AHMAD, MH",,,,"UDDIN, MR; MCLAUGHLIN, W; AHMAD, MH",,,"COMPETITION BETWEEN INOCULUM AND NATIVE RHIZOBIA FOR NODULATION OF COWPEA (VIGNA, UNGUICULATA (L) WALP) - USE OF A DARK-NODULE STRAIN",PLANT AND SOIL,,,English,Note,,,,,,,,,"UNIV W INDIES,DEPT BIOCHEM,KINGSTON,JAMAICA; UNIV W INDIES,DEPT BOT,KINGSTON,JAMAICA",,,,,,,,4,14,14,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1984,81,2,,,,,305,307,,10.1007/BF02197165,,,3,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,TR090,WOS:A1984TR09000019,,,,,10/31/19
J,"HUSSEY, RB; PETERSON, RL; TIESSEN, H",,,,"HUSSEY, RB; PETERSON, RL; TIESSEN, H",,,INTERACTIONS BETWEEN VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI AND ASPARAGUS,PLANT AND SOIL,,,English,Article,,,,,,,,,"UNIV GUELPH,DEPT GENET,GUELPH N1G 2W1,ONTARIO,CANADA; UNIV GUELPH,DEPT HORT SCI,GUELPH N1G 2W1,ONTARIO,CANADA","HUSSEY, RB (reprint author), UNIV GUELPH,DEPT BOT,GUELPH N1G 2W1,ONTARIO,CANADA.",,,,,,,26,8,9,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1984,79,3,,,,,403,416,,10.1007/BF02184331,,,14,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,TA952,WOS:A1984TA95200008,,,,,10/31/19
J,"NEWBOULD, P; RANGELEY, A",,,,"NEWBOULD, P; RANGELEY, A",,,"EFFECT OF LIME, PHOSPHORUS AND MYCORRHIZAL FUNGI ON GROWTH, NODULATION AND NITROGEN-FIXATION BY WHITE CLOVER (TRIFOLIUM-REPENS) GROWN IN UK HILL SOILS",PLANT AND SOIL,,,English,Article,,,,,,,,,,"NEWBOULD, P (reprint author), HILL FARMING RES ORG,BUSH ESTATE,PENICUIK,MIDLOTHIAN,SCOTLAND.",,,,,,,20,14,14,0,4,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1984,76,3-Jan,,,,,105,114,,10.1007/BF02205571,,,10,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,SJ061,WOS:A1984SJ06100009,,,,,10/31/19
J,"SIQUEIRA, JO; HUBBELL, DH; MAHMUD, AW",,,,"SIQUEIRA, JO; HUBBELL, DH; MAHMUD, AW",,,"EFFECT OF LIMING ON SPORE GERMINATION, GERM TUBE GROWTH AND ROOT COLONIZATION BY VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI",PLANT AND SOIL,,,English,Article,,,,,,,,,"UNIV FLORIDA,DEPT SOIL SCI,GAINESVILLE,FL 32611",,,,,,,,27,47,49,0,6,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1984,76,3-Jan,,,,,115,124,,10.1007/BF02205572,,,10,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,SJ061,WOS:A1984SJ06100010,,,,,10/31/19
J,"DUDECK, AE; SCHENCK, NC; PEACOCK, CH",,,,"DUDECK, AE; SCHENCK, NC; PEACOCK, CH",,,INFLUENCE OF MYCORRHIZAE ON THE GROWTH OF BAHIAGRASS AND CENTIPEDEGRASS,SOIL AND CROP SCIENCE SOCIETY OF FLORIDA PROCEEDINGS,,,English,Article,,,,,,,,,,"DUDECK, AE (reprint author), UNIV FLORIDA,INST FOOD & AGR SCI,GAINESVILLE,FL 32611, USA.",,,,,,,0,2,2,0,1,SOIL CROP SCI FLORIDA,GAINESVILLE,"IFAS UNIV FLORIDA 304 NEWELL HALL, GAINESVILLE, FL 32611",0096-4522,,,SOIL CROP SCI SOC FL,Soil Crop Sci. Soc. Fla. Proc.,,1984,43,,,,,,137,141,,,,,5,Agronomy; Soil Science,Agriculture,TN069,WOS:A1984TN06900035,,,,,10/31/19
J,"SINCLAIR, MJ; EAGLESHAM, ARJ",,,,"SINCLAIR, MJ; EAGLESHAM, ARJ",,,INTRINSIC ANTIBIOTIC-RESISTANCE IN RELATION TO COLONY MORPHOLOGY IN THREE POPULATIONS OF WEST-AFRICAN COWPEA RHIZOBIA,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,,"SINCLAIR, MJ (reprint author), CORNELL UNIV,BOYCE THOMPSON INST PLANT RES,ITHACA,NY 14853, USA.",,,,,,,16,26,29,0,2,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1984,16,3,,,,,247,251,,10.1016/0038-0717(84)90009-9,,,5,Soil Science,Agriculture,TA253,WOS:A1984TA25300009,,,,,10/31/19
J,"BOLAN, NS; ROBSON, AD; BARROW, NJ",,,,"BOLAN, NS; ROBSON, AD; BARROW, NJ",,,INCREASING PHOSPHORUS SUPPLY CAN INCREASE THE INFECTION OF PLANT-ROOTS BY VESICULAR ARBUSCULAR MYCORRHIZAL FUNGI,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Note,,,,,,,,,"CSIRO,DIV ANIM PROD,FLOREAT PK,WA 6014,AUSTRALIA","BOLAN, NS (reprint author), UNIV WESTERN AUSTRALIA,DEPT SOIL SCI & PLANT NUTR,NEDLANDS,WA 6009,AUSTRALIA.",,"Bolan, Nanthi Sirangie/E-8535-2011","Bolan, Nanthi Sirangie/0000-0003-2056-1692",,,,14,85,86,0,16,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1984,16,4,,,,,419,420,,10.1016/0038-0717(84)90043-9,,,2,Soil Science,Agriculture,TS717,WOS:A1984TS71700021,,,,,10/31/19
J,"BUSHBY, HVA",,,,"BUSHBY, HVA",,,COLONIZATION OF RHIZOSPHERES AND NODULATION OF 2 VIGNA SPECIES BY RHIZOBIA INOCULATED ONTO SEED - INFLUENCE OF SOIL,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,,,,"BUSHBY, HVA (reprint author), CSIRO, DIV TROP CROPS & PASTURES, 306 CARMODY RD, ST LUCIA, QLD 4067, AUSTRALIA.",,,,,,,16,17,17,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1984,16,6,,,,,635,641,,10.1016/0038-0717(84)90084-1,,,7,Soil Science,Agriculture,TY716,WOS:A1984TY71600015,,,,,10/31/19
J,"SYLVIA, DM; SCHENCK, NC",,,,"SYLVIA, DM; SCHENCK, NC",,,AERATED-STEAM TREATMENT TO ELIMINATE VA MYCORRHIZAL FUNGI FROM SOIL,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Note,,,,,,,,,"UNIV FLORIDA,DEPT PLANT PATHOL,GAINESVILLE,FL 32611",,,,,,,,13,7,7,0,1,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,,1984,16,6,,,,,675,676,,10.1016/0038-0717(84)90091-9,,,2,Soil Science,Agriculture,TY716,WOS:A1984TY71600022,,,,,10/31/19
J,"MEJSTRIK, V",,,,"MEJSTRIK, V",,,ECOLOGY OF VESICULAR ARBUSCULAR MYCORRHIZAE OF THE SCHOENETUM-NIGRICANTIS BOHEMICUM COMMUNITY IN THE GRABANOVSKY SWAMPS RESERVE,SOVIET JOURNAL OF ECOLOGY,,,English,Article,,,,,,,,,,"MEJSTRIK, V (reprint author), CZECHOSLOVAK ACAD SCI,INST LANDSCAPE ECOL,CS-11142 PRAGUE 1,CZECHOSLOVAKIA.",,,,,,,0,4,6,0,0,PLENUM PUBL CORP,NEW YORK,"CONSULTANTS BUREAU, 233 SPRING ST, NEW YORK, NY 10013",0096-7807,,,SOV J ECOL+,,,1984,15,1,,,,,18,23,,,,,6,Ecology,Environmental Sciences & Ecology,TS312,WOS:A1984TS31200004,,,,,10/31/19
J,"MOREL, JL; GUCKERT, A; CHAVANON, M; MENCH, M",,,,"MOREL, JL; GUCKERT, A; CHAVANON, M; MENCH, M",,,INTERACTIONS BETWEEN ROOT EXUDATES AND HEAVY-METALS .1. CHOICE OF A METHOD FOR DETERMINING THE METAL-BINDING ABILITY AND THE STABILITY OF COMPLEXES,ACTA OECOLOGICA-OECOLOGIA PLANTARUM,,,French,Article,,,,,,,,,,"MOREL, JL (reprint author), ECOLE NATL SUPER AGRON & IND ALIMENTARIES,38 RUE ST CATERINE,F-54000 NANCY,FRANCE.",,"Morel, Jean Louis/I-7560-2012","Morel, Jean Louis/0000-0002-5720-1482; Mench, michel/0000-0002-0273-4142",,,,38,10,10,1,6,GAUTHIER-VILLARS,PARIS,"S P E S-JOURNAL DEPT, 120 BD ST GERMAIN, F-75006 PARIS, FRANCE",0243-7651,,,ACTA OECOL-OEC PLANT,,,1983,4,4,,,,,363,376,,,,,14,Plant Sciences; Ecology,Plant Sciences; Environmental Sciences & Ecology,RV595,WOS:A1983RV59500005,,,,,10/31/19
J,"WILSON, JM; TRINICK, MJ",,,,"WILSON, JM; TRINICK, MJ",,,FACTORS AFFECTING THE ESTIMATION OF NUMBERS OF INFECTIVE PROPAGULES OF VESICULAR ARBUSCULAR MYCORRHIZAL FUNGI BY THE MOST PROBABLE NUMBER METHOD,AUSTRALIAN JOURNAL OF SOIL RESEARCH,,,English,Article,,,,,,,,,"CSIRO,DIV GROUNDWATER RES,WEMBLEY,WA 6014,AUSTRALIA","WILSON, JM (reprint author), UNIV WESTERN AUSTRALIA,DEPT SOIL SCI & PLANT NUTR,NEDLANDS,WA 6009,AUSTRALIA.",,,,,,,28,19,19,0,10,C S I R O PUBLICATIONS,COLLINGWOOD,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD VICTORIA 3066, AUSTRALIA",Apr-73,,,AUST J SOIL RES,Aust. J. Soil Res.,,1983,21,1,,,,,73,81,,10.1071/SR9830073,,,9,Soil Science,Agriculture,QL069,WOS:A1983QL06900007,,,,,10/31/19
J,"BOLAN, NS; ABBOTT, LK",,,,"BOLAN, NS; ABBOTT, LK",,,SEASONAL-VARIATION IN INFECTIVITY OF VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI IN RELATION TO PLANT-RESPONSE TO APPLIED PHOSPHORUS,AUSTRALIAN JOURNAL OF SOIL RESEARCH,,,English,Note,,,,,,,,,,"BOLAN, NS (reprint author), UNIV WESTERN AUSTRALIA,DEPT SOIL SCI & PLANT NUTR,NEDLANDS,WA 6009,AUSTRALIA.",,"Bolan, Nanthi Sirangie/E-8535-2011; Abbott, Lynette K/F-7489-2011","Bolan, Nanthi Sirangie/0000-0003-2056-1692; Abbott, Lynette K/0000-0001-8586-7858",,,,8,4,4,0,2,C S I R O PUBLICATIONS,COLLINGWOOD,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD VICTORIA 3066, AUSTRALIA",Apr-73,,,AUST J SOIL RES,Aust. J. Soil Res.,,1983,21,2,,,,,207,210,,10.1071/SR9830207,,,4,Soil Science,Agriculture,QZ576,WOS:A1983QZ57600012,,,,,10/31/19
J,"VOGT, KA; MOORE, EE; VOGT, DJ; REDLIN, MJ; EDMONDS, RL",,,,"VOGT, KA; MOORE, EE; VOGT, DJ; REDLIN, MJ; EDMONDS, RL",,,CONIFER FINE ROOT AND MYCORRHIZAL ROOT BIOMASS WITHIN THE FOREST FLOORS OF DOUGLAS-FIR STANDS OF DIFFERENT AGES AND SITE PRODUCTIVITIES,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,,"VOGT, KA (reprint author), UNIV WASHINGTON,COLL FOREST RESOURCES AR-10,SEATTLE,WA 98195, USA.",,,,,,,43,111,120,0,18,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,,1983,13,3,,,,,429,437,,10.1139/x83-065,,,9,Forestry,Forestry,QZ175,WOS:A1983QZ17500012,,,,,10/31/19
J,"FURLAN, V; FORTIN, JA; PLENCHETTE, C",,,,"FURLAN, V; FORTIN, JA; PLENCHETTE, C",,,EFFECTS OF DIFFERENT VESICULAR ARBUSCULAR MYCORRHIZAL FUNGI ON GROWTH OF FRAXINUS-AMERICANA,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,"UNIV LAVAL,FAC FORESTERIE GEODESIE,DEPT ECOL & PEDOL,ST FOY G1K 7P4,QUEBEC,CANADA; MINIST AGR PECHERIES & ALIMENT QUEBEC,SERV RECH SOLS,ST FOY G1P 3W8,QUEBEC,CANADA","FURLAN, V (reprint author), AGR CANADA,RECH STN,2560 BLVD HOCHELAGA,ST FOY G1V 2J3,QUEBEC,CANADA.",,,,,,,23,17,17,0,0,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,,1983,13,4,,,,,589,593,,10.1139/x83-085,,,5,Forestry,Forestry,RH421,WOS:A1983RH42100007,,,,,10/31/19
J,"ALVAREZ, IF; LINDERMAN, RG",,,,"ALVAREZ, IF; LINDERMAN, RG",,,EFFECTS OF ETHYLENE AND FUNGICIDE DIPS DURING COLD-STORAGE ON ROOT REGENERATION AND SURVIVAL OF WESTERN CONIFERS AND THEIR MYCORRHIZAL FUNGI,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,"US ARS,HORTICULT CROPS RES LAB,CORVALLIS,OR 97330","ALVAREZ, IF (reprint author), OREGON STATE UNIV,DEPT BOT & PLANT PATHOL,CORVALLIS,OR 97331, USA.",,,,,,,12,9,9,0,0,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,,1983,13,5,,,,,962,971,,10.1139/x83-128,,,10,Forestry,Forestry,RV875,WOS:A1983RV87500029,,,,,10/31/19
J,"EKWEBELAM, SA; REID, CPP",,,,"EKWEBELAM, SA; REID, CPP",,,"EFFECT OF LIGHT, NITROGEN-FERTILIZATION, AND MYCORRHIZAL FUNGI ON GROWTH AND PHOTOSYNTHESIS OF LODGEPOLE PINE-SEEDLINGS",CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,"COLORADO STATE UNIV,DEPT FOREST & WOOD SCI,FT COLLINS,CO 80523",,,,,,,,27,33,34,0,0,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,,1983,13,6,,,,,1099,1106,,10.1139/x83-147,,,8,Forestry,Forestry,SB872,WOS:A1983SB87200012,,,,,10/31/19
J,"STRONG, WL; LAROI, GH",,,,"STRONG, WL; LAROI, GH",,,"ROOT-SYSTEM MORPHOLOGY OF COMMON BOREAL FOREST TREES IN ALBERTA, CANADA",CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,,,,"STRONG, WL (reprint author), UNIV ALBERTA,DEPT BOT,EDMONTON T6G 2E9,ALBERTA,CANADA.",,,,,,,37,123,125,1,31,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,,1983,13,6,,,,,1164,1173,,10.1139/x83-155,,,10,Forestry,Forestry,SB872,WOS:A1983SB87200020,,,,,10/31/19
J,"ZHANG, S; HOLDENRIEDER, O",,,,"ZHANG, S; HOLDENRIEDER, O",,,SELECTIVE MEDIA FOR THE ASSAY OF HETEROBASIDION-ANNOSUM (FR) BREF IN FINE ROOTS,EUROPEAN JOURNAL OF FOREST PATHOLOGY,,,German,Article,,,,,,,,,"UNIV MUNICH,LEHRSTUHL FORSTBOT,D-8000 MUNICH 40,FED REP GER","ZHANG, S (reprint author), E CHINA NORMAL UNIV,DEPT GEOG,SHANGHAI,PEOPLES R CHINA.",,,,,,,16,3,3,0,0,BLACKWELL WISSENSCHAFTS-VERLAG GMBH,BERLIN,"KURFURSTENDAMM 57, D-10707 BERLIN, GERMANY",0300-1237,,,EUR J FOREST PATHOL,Eur. J. Forest Pathol.,,1983,13,6-May,,,,,348,359,,,,,12,Forestry,Forestry,RV479,WOS:A1983RV47900010,,,,,10/31/19
J,"VYAS, K; BHASKAR, A; PANDYA, SM",,,,"VYAS, K; BHASKAR, A; PANDYA, SM",,,INHIBITION OF NODULATION AND NITROGEN-FIXING BACTERIA OF VIGNA-MUNGO L BY ROOT EXUDATES FROM CELOSIA-ARGENTEA L,FLORA,,,English,Article,,,,,,,,,,"VYAS, K (reprint author), SAURASHTRA UNIV,DEPT BIOSCI,RAJKOT 360005,GUJARAT,INDIA.",,,,,,,22,1,1,0,0,GUSTAV FISCHER VERLAG,JENA,"VILLENGANG 2, D-07745 JENA, GERMANY",0367-2530,,,FLORA,Flora,,1983,174,6-May,,,,,489,495,,,,,7,Plant Sciences; Ecology,Plant Sciences; Environmental Sciences & Ecology,RY801,WOS:A1983RY80100010,,,,,10/31/19
J,"ROSE, SL; PERRY, DA; PILZ, D; SCHOENEBERGER, MM",,,,"ROSE, SL; PERRY, DA; PILZ, D; SCHOENEBERGER, MM",,,ALLELOPATHIC EFFECTS OF LITTER ON THE GROWTH AND COLONIZATION OF MYCORRHIZAL FUNGI,JOURNAL OF CHEMICAL ECOLOGY,,,English,Article,,,,,,,,,,"ROSE, SL (reprint author), OREGON STATE UNIV,DEPT FOREST SCI,CORVALLIS,OR 97331, USA.",,,,,,,20,78,79,0,6,PLENUM PUBL CORP,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013",0098-0331,,,J CHEM ECOL,J. Chem. Ecol.,,1983,9,8,,,,,1153,1162,,10.1007/BF00982218,,,10,Biochemistry & Molecular Biology; Ecology,Biochemistry & Molecular Biology; Environmental Sciences & Ecology,RN504,WOS:A1983RN50400016,24407807,,,,10/31/19
J,"GREEN, NE; SMITH, MD; BEAVIS, WD; ALDON, EF",,,,"GREEN, NE; SMITH, MD; BEAVIS, WD; ALDON, EF",,,INFLUENCE OF VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI ON THE NODULATION AND GROWTH OF SUBCLOVER,JOURNAL OF RANGE MANAGEMENT,,,English,Article,,,,,,,,,"HUMBOLDT STATE UNIV, DEPT RANGE MANAGEMENT, ARCATA, CA 95521 USA; ROCKY MT FOREST & RANGE EXPT STN, ALBUQUERQUE, NM 87106 USA",,,,,,,,14,4,4,0,0,SOC RANGE MANAGEMENT,LAKEWOOD,"445 UNION BLVD, STE 230, LAKEWOOD, CO 80228-1259 USA",0022-409X,,,J RANGE MANAGE,J. Range Manage.,,1983,36,5,,,,,576,578,,10.2307/3898343,,,3,"Agriculture, Dairy & Animal Science; Ecology",Agriculture; Environmental Sciences & Ecology,RW441,WOS:A1983RW44100008,,,,,10/31/19
J,"PENDLETON, RL; SMITH, BN",,,,"PENDLETON, RL; SMITH, BN",,,VESICULAR-ARBUSCULAR MYCORRHIZAE OF WEEDY AND COLONIZER PLANT-SPECIES AT DISTURBED SITES IN UTAH,OECOLOGIA,,,English,Article,,,,,,,,,"BRIGHAM YOUNG UNIV,DEPT BOT & RANGE SCI,PROVO,UT 84602",,,,,,,,19,53,54,1,12,SPRINGER VERLAG,NEW YORK,"175 FIFTH AVE, NEW YORK, NY 10010",0029-8549,,,OECOLOGIA,Oecologia,,1983,59,3-Feb,,,,,296,301,,10.1007/BF00378852,,,6,Ecology,Environmental Sciences & Ecology,RL056,WOS:A1983RL05600022,28310248,,,,10/31/19
J,"TRINICK, MJ; RHODES, RL; GALBRAITH, JH",,,,"TRINICK, MJ; RHODES, RL; GALBRAITH, JH",,,COMPETITION BETWEEN FAST-GROWING AND SLOW-GROWING TROPICAL LEGUME RHIZOBIA FOR NODULATION OF VIGNA-UNGUICULATA,PLANT AND SOIL,,,English,Article,,,,,,,,,"CSIRO,DIV LAND RESOURCES MANAGEMENT,WEMBLEY,WA 6014,AUSTRALIA",,,,,,,,14,22,23,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1983,73,1,,,,,105,115,,10.1007/BF02197760,,,11,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,RD912,WOS:A1983RD91200009,,,,,10/31/19
J,"WARNER, A",,,,"WARNER, A",,,RE-ESTABLISHMENT OF INDIGENOUS VESICULAR-ARBUSCULAR MYCORRHIZAL FUNGI AFTER TOPSOIL STORAGE,PLANT AND SOIL,,,English,Article,,,,,,,,,"ROTHAMSTED EXPTL STN,DEPT SOIL MICROBIOL,HARPENDEN AL5 2JQ,HERTS,ENGLAND",,,,,,,,26,8,8,0,4,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1983,73,3,,,,,387,394,,10.1007/BF02184315,,,8,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,RL387,WOS:A1983RL38700011,,,,,10/31/19
J,"HAMZAH, MN; HAINES, BL; TODD, RL",,,,"HAMZAH, MN; HAINES, BL; TODD, RL",,,A TECHNIQUE FOR ESTIMATING FINE ROOT PRODUCTION IN THE FOREST ECOSYSTEMS,PLANT AND SOIL,,,English,Note,,,,,,,,,,"HAMZAH, MN (reprint author), UNIV GEORGIA,INST ECOL,ATHENS,GA 30602, USA.",,,,,,,1,2,2,0,1,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1983,73,3,,,,,421,423,,10.1007/BF02184319,,,3,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,RL387,WOS:A1983RL38700015,,,,,10/31/19
J,"HACSKAYLO, E",,,,"HACSKAYLO, E",,,RESEARCHING THE POTENTIAL OF FOREST TREE MYCORRHIZAE,PLANT AND SOIL,,,English,Article,,,,,,,,,"USDA,FOREST PHYSIOL LAB,BELTSVILLE,MD 20705",,,,,,,,41,3,3,0,0,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1983,71,3-Jan,,,,,1,8,,10.1007/BF02182636,,,8,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,QX795,WOS:A1983QX79500002,,,,,10/31/19
J,"LAST, FT; MASON, PA; WILSON, J; DEACON, JW",,,,"LAST, FT; MASON, PA; WILSON, J; DEACON, JW",,,"FINE ROOTS AND SHEATHING MYCORRHIZAS - THEIR FORMATION, FUNCTION AND DYNAMICS",PLANT AND SOIL,,,English,Article,,,,,,,,,"SCH AGR,DEPT MICROBIOL,EDINBURGH EH9 3JG,SCOTLAND","LAST, FT (reprint author), INST TERR ECOL,BUSH ESTATE,PENICUIK EH26 0QB,MIDLOTHIAN,SCOTLAND.",,"Wilson, Julia/B-4229-2012",,,,,28,67,69,0,5,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1983,71,3-Jan,,,,,9,21,,10.1007/BF02182637,,,13,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,QX795,WOS:A1983QX79500003,,,,,10/31/19
J,"ALEXANDER, IJ; FAIRLEY, RI",,,,"ALEXANDER, IJ; FAIRLEY, RI",,,EFFECTS OF N FERTILIZATION ON POPULATIONS OF FINE ROOTS AND MYCORRHIZAS IN SPRUCE HUMUS,PLANT AND SOIL,,,English,Article,,,,,,,,,,"ALEXANDER, IJ (reprint author), UNIV ABERDEEN,DEPT BOT,ABERDEEN AB9 1FX,SCOTLAND.",,,,,,,0,125,131,0,8,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1983,71,3-Jan,,,,,49,53,,10.1007/BF02182640,,,5,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,QX795,WOS:A1983QX79500006,,,,,10/31/19
J,"PERSSON, HA",,,,"PERSSON, HA",,,THE DISTRIBUTION AND PRODUCTIVITY OF FINE ROOTS IN BOREAL FORESTS,PLANT AND SOIL,,,English,Article,,,,,,,,,,"PERSSON, HA (reprint author), SWEDISH UNIV AGR SCI,DEPT ECOL & ENVIRONM RES,S-75007 UPPSALA,SWEDEN.",,,,,,,69,255,305,0,44,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1983,71,3-Jan,,,,,87,101,,10.1007/BF02182644,,,15,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,QX795,WOS:A1983QX79500010,,,,,10/31/19
